-302.430000	360.420000	-893.050000
-303.011549	361.112563	-893.050111
-303.590898	361.805621	-893.050889
-304.165883	362.499714	-893.053000
-304.734376	363.195428	-893.057112
-305.294288	363.893399	-893.063892
-305.843563	364.594310	-893.074012
-306.380175	365.298895	-893.088144
-306.902125	366.007939	-893.106965
-307.407437	366.722280	-893.131159
-307.894151	367.442811	-893.161415
-308.360320	368.170482	-893.198434
-308.803998	368.906304	-893.242926
-309.223241	369.651351	-893.295618
-309.616093	370.406766	-893.357252
-309.980577	371.173762	-893.428592
-310.314691	371.953633	-893.510424
-310.616392	372.747754	-893.603563
-310.883588	373.557591	-893.708857
-311.114122	374.384711	-893.827189
-311.305764	375.230786	-893.959486
-311.456191	376.097606	-894.106723
-311.562972	376.987092	-894.269931
-311.623550	377.901306	-894.450201
-311.635221	378.842468	-894.648699
-311.595114	379.812975	-894.866668
-311.500161	380.815414	-895.105445
-311.347072	381.852594	-895.366467
-311.132300	382.927561	-895.651292
-310.852010	384.043636	-895.961606
-310.502029	385.204443	-896.299249
-310.077807	386.413951	-896.666229
-309.574357	387.676519	-897.064750
-308.986194	388.996944	-897.497236
-308.307276	390.380320	-897.966227
-307.531048	391.830797	-898.473596
-306.650459	393.352150	-899.020978
-305.657925	394.948280	-899.610122
-304.545311	396.623209	-900.242880
-303.303912	398.381066	-900.921207
-301.924438	400.226077	-901.647149
-300.397002	402.162540	-902.422840
-298.711118	404.194801	-903.250483
-296.855698	406.327217	-904.132341
-294.819069	408.564121	-905.070717
-292.588995	410.909766	-906.067926
-290.152714	413.368266	-907.126276
-287.496995	415.943524	-908.248028
-284.608214	418.639147	-909.435358
-281.472457	421.458344	-910.690309
-278.075648	424.403811	-912.014739
-274.403713	427.477605	-913.410253
-270.442780	430.680989	-914.878135
-266.179420	434.014273	-916.419263
-261.600932	437.476631	-918.034019
-256.695675	441.065905	-919.722190
-251.453453	444.778399	-921.482859
-245.865938	448.608665	-923.314295
-239.927155	452.549284	-925.213829
-233.633990	456.590658	-927.177743
-226.986738	460.720807	-929.201151
-219.989665	464.925203	-931.277900
-212.651569	469.186639	-933.400474
-204.986312	473.485147	-935.559938
-197.013299	477.797990	-937.745896
-188.757872	482.099741	-939.946500
-180.251580	486.362450	-942.148502
-171.531815	490.556357	-944.337533
-162.635718	494.655259	-946.500369
-153.598671	498.636711	-948.625188
-144.456271	502.479704	-950.700700
-135.243777	506.164913	-952.716296
-125.995539	509.674931	-954.662184
-116.744474	512.994448	-956.529503
-107.521598	516.110377	-958.310411
-98.355632	519.011917	-959.998141
-89.272682	521.690556	-961.587030
-80.296003	524.140031	-963.072520
-71.445838	526.356232	-964.451135
-62.739341	528.337076	-965.720438
-54.190556	530.082347	-966.878970
-45.810474	531.593512	-967.926171
-37.607129	532.873529	-968.862295
-29.585747	533.926635	-969.688323
-21.748917	534.758150	-970.405858
-14.096791	535.374268	-971.017038
-6.627302	535.781872	-971.524436
0.663621	535.988349	-971.930976
7.781833	536.001425	-972.239844
14.734757	535.829014	-972.454413
21.531185	535.479089	-972.578172
28.181086	534.959557	-972.614662
34.695431	534.278165	-972.567424
41.086041	533.442407	-972.439946
47.365450	532.459459	-972.235626
53.546782	531.336114	-971.957733
59.643654	530.078735	-971.609382
65.670096	528.693223	-971.193506
71.640483	527.184976	-970.712839
77.569487	525.558878	-970.169901
83.471630	523.819390	-969.567021
89.352068	521.973050	-968.907193
95.206586	520.028498	-968.194084
101.030788	517.994007	-967.431188
106.820491	515.877405	-966.621804
112.571712	513.686105	-965.769046
118.280648	511.427136	-964.875863
123.943663	509.107173	-963.945041
129.557275	506.732555	-962.979223
135.118144	504.309315	-961.980912
140.623055	501.843201	-960.952484
146.068915	499.339691	-959.896197
151.452735	496.804017	-958.814194
156.771627	494.241179	-957.708518
162.022790	491.655964	-956.581110
167.203503	489.052957	-955.433824
172.311118	486.436558	-954.268425
177.343054	483.810995	-953.086602
