182.296784	481.180333	-951.889965
187.169834	478.548492	-950.680059
191.959776	475.919250	-949.458360
196.664219	473.296259	-948.226284
201.280804	470.683051	-946.985190
205.807202	468.083048	-945.736382
210.241104	465.499574	-944.481117
214.580217	462.935855	-943.220601
218.822261	460.395036	-941.956000
222.964964	457.880182	-940.688436
227.006053	455.394286	-939.418996
230.943256	452.940277	-938.148728
234.774292	450.521027	-936.878650
238.496870	448.139354	-935.609748
242.108683	445.798031	-934.342978
245.607437	443.499764	-933.079274
248.992793	441.245785	-931.819576
252.267380	439.035117	-930.564865
255.433923	436.866659	-929.316118
258.494991	434.739378	-928.074306
261.453003	432.652308	-926.840394
264.310234	430.604543	-925.615345
267.068828	428.595235	-924.400117
269.730798	426.623593	-923.195669
272.298041	424.688876	-922.002959
274.772336	422.790396	-920.822944
277.155355	420.927512	-919.656585
279.448667	419.099627	-918.504844
281.653740	417.306190	-917.368687
283.771953	415.546692	-916.249083
285.804592	413.820660	-915.147008
287.752860	412.127664	-914.063442
289.617879	410.467308	-912.999373
291.400692	408.839233	-911.955794
293.102268	407.243112	-910.933709
294.723509	405.678651	-909.934126
296.265243	404.145590	-908.958065
297.728239	402.643697	-908.006557
299.113199	401.172768	-907.080638
300.420768	399.732632	-906.181360
301.651534	398.323139	-905.309784
302.806027	396.944172	-904.466981
303.884728	395.595635	-903.654036
304.888065	394.277458	-902.872047
305.816416	392.989597	-902.122123
306.670115	391.732030	-901.405389
307.449447	390.504757	-900.722981
308.154658	389.307803	-900.076051
308.785948	388.141210	-899.465763
309.344126	387.004706	-898.892626
309.831529	385.897217	-898.355530
310.250685	384.817572	-897.853144
310.604074	383.764630	-897.384167
310.894136	382.737274	-896.947319
311.123270	381.734414	-896.541344
311.293840	380.754983	-896.165007
311.408177	379.797937	-895.817093
311.468582	378.862250	-895.496405
311.477330	377.946918	-895.201760
311.436672	377.050955	-894.931992
311.348837	376.173392	-894.685950
311.216034	375.313278	-894.462492
311.040456	374.469674	-894.260491
310.824281	373.641658	-894.078828
310.569674	372.828323	-893.916392
310.278790	372.028771	-893.772085
309.953772	371.242119	-893.644811
309.596760	370.467494	-893.533483
309.209884	369.704037	-893.437020
308.795272	368.950894	-893.354346
308.355048	368.207225	-893.284387
307.891335	367.472198	-893.226076
307.406254	366.744989	-893.178345
306.901929	366.024784	-893.140133
306.380482	365.310776	-893.110378
305.844041	364.602165	-893.088021
305.294733	363.898159	-893.072002
304.734691	363.197975	-893.061265
304.166053	362.500834	-893.054752
303.590960	361.805967	-893.051408
303.011559	361.112608	-893.050176
302.430000	360.420000	-893.050000
